Accession,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F42,OCwt1,OCwt1.1,OCwt2,OCwt2.1,OCwt3,OCwt3.1,OCwt4,OCwt4.1,OCwt5,OCwt5.1,OCwt6,OCwt6.1,OCwt7,OCwt7.1,OCwt8,OCwt8.1,OCwt9,OCwt9.1,OCwt10,OCwt10.1,OCvar1,OCvar1.1,OCvar2,OCvar2.1,OCvar3,OCvar3.1,OCvar4,OCvar4.1,OCvar5,OCvar5.1,OCvar6,OCvar6.1,OCvar7,OCvar7.1,OCvar8,OCvar8.1,OCvar9,OCvar9.1,OCvar10,OCvar10.1,iBAQ G.P 1,iBAQ G.P 2,iBAQ G.P 3,iBAQ G.P 4,iBAQ G.P 5,iBAQ G.P 6,iBAQ G.P 7,iBAQ G.P 8,iBAQ G.P 9,iBAQ G.P 10,iBAQ P.P 1,iBAQ P.P 2,iBAQ P.P 3,iBAQ P.P 4,iBAQ P.P 5,iBAQ P.P 6,iBAQ P.P 7,iBAQ P.P 8,iBAQ P.P 9,iBAQ P.P 10,BENIGN_1,BENIGN_2,BENIGN_3,BENIGN_5,BENIGN_7,BENIGN_8,MALIGNANT_2,MALIGNANT_4,MALIGNANT_5,MALIGNANT_6,MALIGNANT_7,MALIGNANT_8,HGSOC_SA01,HGSOC_SA02,HGSOC_SA04,HGSOC_SA05,HGSOC_SA06,HGSOC_SA09,HGSOC_SA10,HGSOC_SA11,HGSOC_SA15,HGSOC_SA16,HGSOC_SC01,HGSOC_SC02,HGSOC_SC04,HGSOC_SC06,HGSOC_SC08,HGSOC_SC10,HGSOC_SC15,HGSOC_SC16,HGSOC_SC17,HGSOC_SC22,HGSOC_SC24,HGSOC_SC27,HGSOC_SC28,HGSOC_SC30,HGSOC_SC33,HGSOC_SC34
P14780,"18333454,5","15113837,19","5969638,125","16358935,06","9497716,625","23335172,5",4408703,"18793737,5","658998,875","4124816,125","29043698,5",217148583,228855471,1059650223,951573724,684896199,572975000,523458605,509894932,501943667,536858624,603874275,436743931,482925664,334620014,1585232538,1138697787,217764270,124969083,20228537,16284554,615321891,599802914,1000243161,1022529026,922884585,890282650,737541401,819765933,1259000476,1065874750,656714103,542160295,155783010,106571225,64128120,70641952,182787749,137067546,56680408,28833175,99706,0,27904,0,109370,1722900,66854,69050,21855,77856,115910,132860,133730,392630,77677,157120,195670,68564,407970,131050,,,,,,,,,,,,,"18,0026441","19,22763021","18,52696775","19,95036211","15,65131904","17,82022629","18,40530085","17,95816341","18,27492504","18,00203596","18,26190315","17,28912262","19,23431951","17,84957291","17,5803687","19,37998618","18,515499","20,17494481","18,05533607","18,75465482","18,05090817","17,63404984","17,07286363","18,57529091","17,86685711","17,39602725"
P14866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,38427371",,,,,,,,,,,,,,,,,,,
P14868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17140,0,29626,0,67005,16702,0,0,0,0,0,0,0,0,0,0,18482,0,0,12458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P14923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,52517,243980,793840,30469,136230,102140,78254,29377,42573,69544,383730,102870,116520,194600,174710,22153,31488,74517,246940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P15085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,39877,26269,0,31601,78742,0,0,70574,134230,22246,0,63679,68656,280450,86920,0,0,239200,894580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P15086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,29082,0,0,90534,116410,0,0,2008000,4036400,65937,119120,0,2586300,3708800,557000,,,,,,,,,,,,,,,,,,,,,,,,,"14,85450327",,,,,,,,,,,,,
P15088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,79564474","18,54979787",,"17,70076755",,,,"17,48376141",,"17,39560143",,,,,,"17,9600538",,,,,,,,"18,03978463",,
P15090,,,,,,,,,,,,147080188,240363624,131289227,64172232,274699360,242694464,74698316,51128838,72138904,8821548,26613145,7895749,26137438,19173832,22786650,14855218,21255074,19691294,30150942,12825555,83006680,87413750,118699542,89499816,52871566,45265717,101165264,68486032,58795152,35939172,38575860,38595808,39768420,24698896,54306587,33890796,161692188,73729346,63944317,23140826,0,0,0,0,0,164880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P15104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225990,14709,0,71802,24483000,0,330060,140800,0,0,544790,0,71412,11374,19670,67802,29798,39036,120680,81818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P15121,,,"3605969,25",,,"427807,875",,"1207894,5","751746,5625","4241677,5","622258,6875",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,58127445",,,,,,,,,,,,,
P15144,"105522804,3","62958711,34","105122759,3","63873346,3","84370530,84","76939967,5","89612586,27","67426550,63","44586619,25","100210883,5","74504781,5",1010082539,1284051305,864657998,1208504349,845827682,920851990,1484334507,1565598809,855327261,940371678,674900469,364649399,1611657776,1230667881,575161553,498394555,535779783,482923576,1268373022,912557715,789760001,763047005,736888420,989834142,896165021,1148149564,595544403,764570235,1122566795,870363524,1430461614,1221160973,719960916,784434609,1048344652,1067918633,1220921402,863900247,746344341,582075692,999940,728780,1680700,1094200,627550,873810,1092400,1595700,2352400,2766800,1432000,1591900,1063000,1379500,1149700,1188600,790420,740890,2286100,3248500,,,,,,,,,,,,,"19,02268737","18,71037689","20,06650347","19,21732876","19,25329301","18,68834968","18,68691217","18,94091343","18,75947507","18,96771883","19,35681407","18,94612129","18,90211501","18,72438529","19,2461482","18,6260549","19,34982925","18,8760977","19,33098446","18,93141246","18,63241891","19,39163894","18,64632351","19,63687218","19,18146502","18,57454842"
P15151,229829361,167212308,214956528,"359699069,3",256648149,"163004464,6","196639914,4",185051666,"127166379,8",217679044,85319812,375460298,415238814,506185583,606655750,325330074,347380922,630809340,732657398,445857194,418521432,471498019,282539009,455521145,367630120,915594294,783150883,422087600,391363434,425070125,309490029,636352924,557234904,280394522,365495744,270628477,327770194,371525552,406354393,47563758,71194509,281084844,215115280,471642168,415196822,701608683,462205768,690322936,526951820,445481227,347741973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,18200283","20,39288306","21,52311791","21,18502031","20,36094196","19,08033805","20,85164772","19,89346434",,,"20,06261429","20,00225314","20,97343991","21,60750687","19,99665172","19,72389294","19,86582939","19,89106416","19,84600496","19,42223643","19,84408857","21,17420642","20,17724181","20,45578444","17,48897343",
P15151-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480020,752800,147340,311820,501830,160520,95704,311840,724680,61928,102170,585770,396910,385660,324140,305280,1258000,678880,311270,38613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P15153,,,,,,,,,,,"557978,9375",,,,2972734,,,,,,,,3243357,,,87770984,64257456,,,,,,,,,4321567,,,,77133232,72219224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P15169,447626893,496833119,"762244211,3","386377969,5","640565424,1","698035265,8","312983971,5",1048865942,"527969553,3",628456925,"463342679,9",6692423450,3226288805,2659890743,2865327950,3202701611,2026238995,2950190442,1925523594,1976112165,1418053299,3564794855,2487265745,2455055757,1610333659,2292948682,1689671879,3111000208,2256080162,2392358411,2066544861,4801124686,2840376533,2151309083,1208132087,2645688970,1767085200,1242182710,1660208457,2703626692,1995907669,2529769756,1564277728,1865467085,1835129369,4321991586,1420659894,2519580789,2682775724,3269391918,2341880694,55893000,52724000,51769000,47443000,42542000,20772000,43111000,41311000,48962000,64888000,48921000,43668000,38771000,39091000,28029000,17780000,46445000,31039000,35212000,53904000,,,,,,,,,,,,,"24,13371177","24,23882602","24,80456086","24,42320035","24,24303068","23,93620909","23,81733782","23,5914281","23,97821298","24,02319966","24,16771039","23,69296856","24,12376372","24,55246089","24,20255165","23,78311929","24,00925782","24,23683026","23,42602741","23,60373871","23,47222079","24,09336816","23,93070851","24,25964431","23,51130141","23,31308862"
P15259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,152990,0,0,68901,277970,523630,0,326340,0,420820,529540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P15289,,,,,,,,,,,,5324702,3751898,,,,,,3471490,,,,,,,,,,,,,5941532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P15289-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,306780,0,0,0,15558,151040,0,0,0,303880,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P15291,22846294,"3498760,5",18019860,8370451,"3956410,75",37725356,"6923752,5",10048655,3315384,9182304,21922858,44363446,87070656,76909820,92753392,41813554,78617454,34633298,54768951,47694406,95734246,49075889,21721873,63097424,52176044,75421794,72930110,35071407,34439622,42668674,38789966,23373175,50587450,40333920,79955648,63532284,85726868,32672469,62018668,,,35446195,47492942,68572306,54082004,41469710,64816061,58172661,42025787,36986542,40819829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,38990778","16,86764879","15,98096047","17,88652677","17,18758734","16,98737054","16,75882569","14,97952048",,,"16,49895605",,"16,46865233","17,66029085","17,40519185","15,9273413",,"17,24805713",,,"16,84134215","16,95838011","16,60150637","16,3942196",,
P15291-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38524,69087,14375,0,95130,0,0,0,61585,0,101020,0,11494,63142,62640,99057,73337,0,0,218800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P15311,"3695404,75",,,,"664784,6875",,,,"440072,125","682231,875",,6183106,2985747,4164430,,8387349,15092891,,,4393456,5865244,,3218237,,,,,,,,,4780738,,,,,,5335171,,34243316,26906218,8877520,,,,5441489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,35321973",,,,,,,,,,,,
P15313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P15374,,,,,,,,,,,,,,,,6670630,6003851,,,,4848161,7219266,5770133,,,,,,,7772502,7472205,,,,3609717,11037214,10810704,19848574,11417514,105723320,97877048,16901234,16330039,8168700,,15585507,4457626,,,,,28028,13532,0,0,0,0,0,0,0,0,0,0,0,173810,0,0,4746800,1519700,47882,106230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P15509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P15531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35631,72983,0,0,46894,144430,0,34953,0,68623,24182,31391,35047,0,0,21559,0,0,28726,0,,,,,,,,,,,,,"18,03406027","17,62510916","18,71523583","16,76237662","16,78783216","18,83916644",,,"17,85857548","17,78640113","17,23779796",,"19,33292561","21,2934044","16,71439012","16,41549476","20,25300193",,"17,27966662",,,"19,37878273",,,"17,24558928",
P15531-2,,"830671,5","3781398,375","2832792,625","9390977,219","662242,3125","1348022,375","1550126,875","2782272,375","20394025,75","4680855,5",160634438,165259297,106980338,67452599,9687164,8415652,94045092,63572378,94164019,84066914,82958776,30975774,85712291,54507957,323572398,119052562,10690278,10319045,352188493,324589102,155067962,126909871,279931014,216798644,455804513,403567568,492985403,96329786,408871378,439669995,862592778,723836533,178374207,170663276,288007247,281539880,117525594,124196319,58062096,49045724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P15559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,17617594",,,,,,"17,01172188","15,56666053",,,"14,40138112",,"18,06357715","18,14200285",,,"16,8436648","17,83553215",,,"18,78948879",,
P15586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14268780,,4641514,,,,,,,6928460,,,,,9571923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P15822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,61631503","16,59473323","17,18011204","17,47255228","17,28562523","16,96822904","17,06984024","16,78565521","17,15103214","16,3777928","17,6763992","17,08476735","17,92527663","16,88267507","17,2974349","17,23773819","17,30013724","16,95174356","16,36058465","15,7696354","16,45610028","16,7542197",,"16,94450312","16,56075593","16,95836932"
P15848,37415372,87923548,,76680312,74741681,9586543,66601758,5403574,61205775,57331848,"10984201,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P15907,,,,,,,,,,,,4765242,10225847,,7286606,24975415,13564299,,5966716,9909911,14171595,7392855,4885410,12899047,,5241323,,,,9642204,,5489596,,6859150,7757004,8632275,5896102,23433058,42304250,,,,,4188252,12395807,,,,,33241826,19498564,0,0,0,0,19605,0,0,39435,174830,29628,0,54150,0,117120,63661,15364,0,14880,27162,62727,,,,,,,,,,,,,,,"16,14835665",,,,,,,,,,,"15,25551943",,,,,,,,,,,,
P15924,,118541344,6556049,125288856,118762672,"95757139,47",77114640,,68671312,"4280340,5",126179264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80812,14171,48100,26145,23991,2390,22263,"2425,7","3129,6",46659,28071,0,23248,16077,10047,53938,18852,15005,"2477,7","8844,1",,,,,,,,,,,,,,,,,,,"17,61121088","15,48895629",,"17,62777198",,,,,"16,88428956",,,,,,,"16,13934002",,"16,15108331",,
P15941-2,26354964,38244680,16561607,"2342159,75","816111,125",7144344,6364006,,"658252,1875","423782,7813",21368442,317443974,241519746,308772342,167892928,167475924,156418959,296403230,192080451,266859640,537618722,259639122,170245544,256707244,189273856,340972624,63301060,162134924,79816800,213846033,66729708,492591567,694581776,295534223,181502144,379541084,100256452,803149414,556947727,6049096,9686428,387217188,214114092,114368384,167604013,349165028,399085408,430744258,242583760,549740376,57199428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P16035,32300212,20675192,"25303076,63",31437044,21805516,34667396,"28788036,5","12481242,25",22589628,"40032917,88","2207098,75",108743547,150572186,105845228,77048110,83520208,88435702,123428593,123731973,154948292,176764172,121583908,78346148,121101763,91915498,183096996,97306284,65865336,61081011,87053477,77355255,104011030,86475171,131216270,134856964,222418728,114206190,126103317,107574642,176106264,23974436,146163330,115193497,178612137,155032069,123189091,147111760,69016852,68609168,164086818,110739884,0,0,115840,0,17388,102020,15921,0,30776,0,53393,50307,15072,11955,0,0,0,25695,0,"7042,9",,,,,,,,,,,,,"15,71237952","15,820664","17,99778982","16,36753572","17,29586513","15,50128194",,"16,02369059","15,79791706","17,02165988","16,72659741","16,00296031","15,53576965",,"16,39699048","15,73044599","16,99522279","17,09340649","18,17783998","16,36147371","16,94739186","16,77771898","15,89404882","16,58496965","17,06207563","17,78440343"
P16070,193449540,237473564,183933424,312880718,226214446,"324471614,1",261165034,284657040,"179316966,5",286892965,311711543,851233841,887191984,1003610272,1177658104,846700672,814252576,993214861,876157677,529588328,385161006,794457005,617596376,1169830628,1099432414,2122505060,1756242136,1031994698,815835656,1071269474,828373588,828953760,947653226,583125920,722823628,927959264,916215048,730411256,762738612,665350039,667118704,1128708000,1221843475,1224991092,1013490231,1450776841,1092081374,1355279480,1073151034,1156257769,785666284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,63565054","21,34912805","22,56951074","22,24121244","22,7412174","21,5566471","21,78733669","21,19962913","21,32433295","21,74666453","21,5875532","21,80588563","21,78843335","22,60022428","22,36539552","21,18537714","21,4789406","22,24074896","21,28557602","21,35963984","21,3434186","22,08720482","21,75035146","22,11298361","21,66357526","21,17666149"
P16083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,3235293",,,,,,,,,,,,
P16104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,34272644",,,,,,,,,,,,,,,,,,,,,,,,
P16109,"2041172,25","1120629,75",,,,,,,,,"2816024,5",226646666,137873603,85429152,38330941,28519798,16721482,38239354,57296382,149629222,58159732,874212940,590393914,62091763,27652033,142289268,72916636,18395814,22641210,13125994,18745960,179297635,216436868,23014621,41397922,40077858,25207531,12850468,6018359,27726292,58897380,64936735,88578764,97409068,79337408,20513250,20007326,23405840,52106000,11997381,16942435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,6062943","17,93233066","18,31552941","19,1323835","17,93759842","18,59438092","18,0430214","17,64789077","18,40624115","16,59485275","17,84303731","18,26745215","18,54303977","19,56076106","18,11077833","19,26161358","18,68893557","20,03138404","18,9341292","18,35392378","18,85451537","18,94653827","18,12723542","17,65552177","18,39444046","17,62055962"
P16112,,,,,,,,,,,,11305974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,43038299",,,,,,,,,,,,,,,,,
P16152,"1228897,656",,,,,,"211487,8125","3072368,75",,8086637,"2424254,563",6553680,25061481,23355323,,40169168,37755208,9625059,13650825,15177195,14157069,76284687,39438991,,10196647,13130249,,13153316,,12635288,13129779,3199213,14488905,9224094,8645532,35003890,13983721,29669802,35762006,272930617,237441171,43364282,36256672,29971925,15223495,11646649,17751531,6875768,11866533,9143474,5369323,285160,629840,806200,648630,1484200,174690,85690,632800,570320,402160,130490,221850,0,481430,503920,316610,766340,753340,265600,273030,,,,,,,,,,,,,,,,,,,,,,,,,"16,96630291",,,,,,,,,,,,,
P16157-14,,,,,,,,,,"556311,25",,,6647647,,,,,10164980,3601352,3568075,3008878,,,,3071350,,,,,42768388,14926145,,6053028,14449974,4365947,19062484,16983007,,,32003974,32600550,73579538,41121357,11934905,5810028,5418865,10517133,11126704,7715859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P16190,,,,,,,,,,,,,10959489,22655708,22745193,4809272,13426960,12356504,10732883,18051910,34122493,46270668,42315627,27804934,28122628,70539276,60466000,9252584,,,,,36274128,,12699702,,13250846,,16274453,,,,,37860076,26968892,18697364,26615568,49250429,31681299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P16233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113390,0,0,0,0,22010000,67786000,0,0,55826000,0,0,0,42297000,19906,15308,34095000,23724000,84719,459940,,,,,,,,,,,,,,,,"17,83501789","15,8713904","16,24013757","16,32507398",,,"16,62947648",,"16,27347865","15,47699798",,,"14,91551063",,,"15,41982053",,,,,,,
P16234-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16933,50513,0,0,112430,15537,30937,0,16931,34590,0,0,0,134160,0,51118,115390,46828,30704,171320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P16278,,,,,,,,,,,,4341806,5416565,5177732,,1584896,1577499,3138172,3276418,2566577,,,2453545,,,,,,,,,11089328,5627779,,,,,,,,,,,,2013956,,,,,7691300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P16284,,,"1019309,688",,,,,,,"1749419,125","949153,375",15258961,22917789,7497164,12849524,4745585,8253109,30116609,36809011,11258482,13537697,11317523,3808702,2976103,4518547,26634875,17740813,,,,,22293064,27885290,17717596,,5146144,4141457,6756154,31224289,29344602,6724104,,1539887,33580295,29809806,11548346,6295680,33146842,4462149,,3903658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,9399931","16,69906972","15,51770492","16,17489059",,"14,47760894",,,"15,17794511","14,53065261","15,40175949","15,79083462","14,63707056","14,92627381","14,17508083",,,,,"14,53047242","15,94303863","15,21117284","16,16336147",,
P16284-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P16401,,"4325428,5",,,,,"1467371,125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,199730,0,0,79107,0,0,0,0,19623,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P16402,,,,,,,,,,,,,3460277,,3568092,,,,8981920,,5471153,47497672,38587428,15410872,3957338,62569388,18675412,,,,,,14090254,11392104,27325784,,,21860574,,20270032,23203072,125471082,107105329,,8763279,3732704,21130312,13281000,5213230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P16403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P16435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10673,"9642,3",51267,24301,13649,12209,41301,0,11516,8568,25680,15993,"9287,4","4347,5",11322,0,"8124,7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P16442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P16444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P16455,,,,,,,,"7455381,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P16581,,,,,,,,,,,,,,3166278,,2311063,1124522,3478698,3758710,,,,,,4403934,32243056,10464821,11464408,,15066923,1991033,12076989,11454867,13544075,,29408278,20160962,5494246,,,,5530898,2255470,,,,,,,,,0,28266,217340,20354,34851,0,97115,33094,74851,0,80883,116910,59511,265440,23553,0,0,54272,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P16591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,82445872",,,,,,,,,,,,"15,37243096",,,,,"15,75867436"
P16615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,96083824",,,,,,,,,,
P16871-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,457000,0,0,0,0,0,0,0,539890,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P16930,"3204412,75",,,,,,,,,27585812,,109137574,99604324,8558396,13608407,7139231,13513507,60255135,30287477,33498180,5457174,128776021,88806599,17299460,12197740,4938268,4223943,12826860,7563589,23509012,11788768,174837227,125375998,15048213,7828408,18102196,23840864,13879573,28492138,197592664,56848000,23956807,42443779,11797923,33241531,54366307,7906737,75910509,56809421,45032919,44051301,1151100,336620,742460,1246400,392290,599350,1173400,409840,587760,383500,533480,437400,983400,1079300,1283900,51911,929960,358310,1023200,847480,,,,,,,,,,,,,"19,36138968","19,13382865","20,21200895","19,46368522","18,44235059","19,23466341","19,0950299","18,68181834","17,89414371","17,45373479","19,72435263","18,5396521","19,85045789","20,89057203","19,2140498","19,1362075","19,01280845","20,09350431","19,49801066","18,43593623","17,92452991","20,23566749","18,13698403","18,9842134","17,60642359","17,90755719"
