Accession,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,HPwt1,HPwt1.1,HPwt2,HPwt2.1,HPwt3,HPwt3.1,HPwt4,HPwt4.1,HPwt5,HPwt5.1,HPwt6,HPwt6.1,HPwt7,HPwt7.1,HPwt8,HPwt8.1,HPwt9,HPwt9.1,HPwt10,HPwt10.1,HPvar1,HPvar1.1,HPvar2,HPvar2.1,HPvar3,HPvar3.1,HPvar4,HPvar4.1,HPvar5,HPvar5.1,HPvar6,HPvar6.1,HPvar7,HPvar7.1,HPvar8,HPvar8.1,HPvar9,HPvar9.1,HPvar10,HPvar10.1,HC_M195,HC_M197,HC_M198,HC_M203,HC_M207,HC_M208,HC_M214,HC_M215,HC_M216,HC_M225,HC_M228,HC_M230,HC_M232,HC_M234,HC_M241,HC_M243,HC_M251,HC_M260,HC_M266,HC_M267,HC_M273,HC_M274,HC_M275,HC_M276
A0A087WVM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WVN6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WVP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WVQ6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WVV9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WVW2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WW40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WW87,3140703579,184886704,271438958,"105741301,5",162917692,"277409773,9",256837514,530682055,587930420,873791912,2216530504,207019564,189743769,150397576,143925264,223848183,285881183,249455484,238388444,102434830,80047908,329851432,274940176,261974786,186330378,129332452,95421130,1151870588,1383285360,373006054,250637220,705722472,1186733008,791887468,1086464800,716777612,900943672,333944614,278531564,628949940,609661566,709604104,770938116,639342496,936823322,457466740,505031358,1742953116,1493793376,1224769588,1654612464,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WW89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WWC0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WWC9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WWS7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WWU8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WXI5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WXL8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WXM8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WXW9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WYC5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WYE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WYL9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WYS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WYT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WYX9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WYY1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WZ51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WZB5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WZH7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WZH9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WZR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087WZW8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X0D5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X0H5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X0I4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X0K0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X0M8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X0N5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X0P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X0Q4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X0Q7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X0S5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X0T3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X0T8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X1G7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X1J7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X1J9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X1N7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X1Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X1S2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X1S7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X1T7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X1V9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X1Z3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A087X2C0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A096LNY5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A096LNZ9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A096LP30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A096LP62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A096LPE2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A096LPI6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A0A0MRZ8,111076600,"5215280,5",34270940,,12809595,"14469424,75",33059678,56617732,44451724,63956624,71052824,376552080,72013192,41075456,27897084,143548040,83333552,528821360,618977464,100727396,3960041,35163808,31913792,122362672,54298188,34081264,29063856,465130946,504707841,325420744,324658098,126731342,71937160,202224439,160266405,125222686,112257016,110456619,45495480,72687568,61627572,234573756,251473622,272746598,196345576,111088384,74685624,356840770,239917053,65794960,81658951,,,,,,,,,,,,,,,,,,,,,,,,
A0A0A0MRZ9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A0A0MS14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A0A0MT36,12247683,,"181858427,5",,"617863,4375",,,9880482,,15537684,"43860607,13",15389512,9000268,,,337754112,173542200,53650174,72657516,,9779774,21266816,13975882,13421603,2631217,7788357,,89162152,23326380,11728858,9906669,27874213,3922386,107542879,29200229,13144798,3272730,4873169,4833570,32853795,11147768,155811384,119732792,75356867,52167850,22866580,29532165,37349252,20320542,39145078,59463044,,,,,,,,,,,,,,,,,,,,,,,,
A0A0B4J1U7,69241103,8406428,71716739,2945474,"8179969,5",13641098,22703958,"72014291,5",39172436,"26283280,38",37065000,201361784,160502864,81829966,66014005,313981364,52021440,282613816,358727554,94099397,97811877,306565528,276597679,110260622,63695784,102965749,44405949,364083056,242269456,417605348,331239388,82194093,174741804,110196001,171573615,55067865,68451843,97359740,106190938,170021612,31439764,196180301,184971541,203319732,83950088,447163170,367464524,131595613,91760648,263672056,161293508,,,,,,,,,,,,,,,,,,,,,,,,
A0A0B4J1V0,206820464,,,,,,,166632800,,91935408,,92611424,19582906,23706716,,5701890,,,,,,,,8474941,,18968010,11710656,17751530,409430528,5958373,7810801,16778723,,11558001,,16705668,,,,,5814573,,,15301903,15820468,13688333,,,6549026,,,"18,68680775","18,79033594","18,03876333",,,,,,,,,,,,,,,,,,,,,
A0A0B4J1V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,2295012","16,86861593","17,89446623","18,8884349",,,"19,02434212","18,51035032","16,54738593","22,15466354","19,76815885","19,56789429","19,25623827","19,47144928","18,79752625","18,28697102","20,51703015","20,29717067","19,58902497","17,93334522","20,64349989","19,31339125","19,52132622",
A0A0B4J1V2,"963973,25","1185861,25","612529,625","2286897,25","174476,9531","5084391,5","2472645,5","1126419,75",,3772314,5229417,12322324,,,,,,,,,,,,,,,,9410063,,5559112,3259971,10031780,,,,4245354,,,1363277,,,,,3603729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A0B4J1V6,234132634,263391602,28171128,,15002565,"12989551,44",,5450984,8973831,24805200,"146993749,5",,44524516,65375980,54762152,45817884,,24752442,28296940,,15873036,55030696,58437476,9242311,,45683608,,,,56206776,37302896,,,,,,,59906240,67643976,50998492,,18575964,17603378,54547400,,153857792,139462784,,,,,,,,,,,"17,41667472",,,"20,07807544",,,,,"17,63474278","18,29656284","18,87845107","18,56497336",,"18,82018186","19,92047657","18,70709364",,"18,57386265"
A0A0B4J1Y8,30891208,,,,,,,,,,,,,5188870,,5018460,12666270,4201022,,,,58291596,24695428,,,,,137381612,151529672,45848898,19112586,31141892,33715672,187197356,102742168,,30423656,21037578,,,21666512,6139790,15807908,5216804,26639480,4913428,4180929,4535325,34237020,25640700,38960956,,,,,,,,,,,,,,,,,,,,,"15,30691277",,,
A0A0B4J1Y9,"96231619,88","16136164,06","34502467,38",,"14545882,66",13369141,"11502864,44","91990180,06",36246159,"92545941,56","63712663,75",60022812,52925918,7263152,9267552,72738544,84689868,35070448,40384417,13829037,13329242,77091542,82725972,80650038,58933471,21712622,23623053,451917917,400090505,139524317,85153407,43934203,37261712,101635752,119594518,53686626,80974912,32115380,28051922,43116931,57643594,58383860,50634991,88887185,71014855,57400305,50362606,108935852,111324141,164916694,101117790,,,,,,,,,,,,,,,,,,,,,,,,
A0A0B4J1Z2,21818684,,"2446234,5",,8013764,,,"2118396,75",,15244461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A0C4DH25,,,,,,,,,,,,54071252,3515782,,3323346,21953364,,62486564,55125020,18636180,,4542000,9912018,,,,,,,118287168,48606886,,3165618,,5051926,,,,,7136075,,,,,,18851412,11392286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A0C4DH29,58130884,13405265,14599825,"5911115,5",10841286,"2914150,5",30991268,101060836,"26434817,69","15605514,13",43493176,141300032,99565408,107064120,98779808,197584800,322780040,111951296,140867824,78130272,81449312,147346704,118995896,165654784,46252684,153770464,69206832,410043240,237131554,93184936,99959568,,7465749,190581280,73484416,261885840,220959120,148856592,136408128,172638464,118607712,365640256,235611016,227696160,158817970,273888593,171727491,337867712,159855752,160724976,132350276,,,,,,,,,,,,,,,,,,,,,,,,
A0A0C4DH31,150339344,25506846,42023062,11116766,10938450,8787233,39055968,56825128,53121060,103527416,151737504,,1295584640,,,,468647264,,,,,,,882944512,677236928,944072960,968546176,285533792,556125504,2386298624,,,1500941568,,,,,,,1101326976,748152832,1030113792,638610112,1247760128,,,,,,2725237248,,,,,,,,,,,,,,,,,,,,,,,,,
A0A0C4DH33,6393206,,,,,,,1547849,,"415594,0938",9495879,,,,,6412619,,,,,5465725,,,,,,,19689530,12028252,,,14163354,12979349,,13550129,,,,,9096753,,9442646,,6664469,4718283,6503632,7545258,19947478,17032506,14032140,34784904,,,,,,,,,,,,,,,,,,,,,,,,
A0A0C4DH34,"372848853,5","4220718,656","24363732,13",5395343,"1356103,281","23162893,66","12663224,83","30856671,52","53977076,69",112008406,"286485123,9",8650491,50966061,6267173,13422985,64143934,30510255,23297546,47875507,5123833,25486983,53607920,21140260,70845312,40503056,87666617,85640254,534346880,372905235,16048456,41532977,176822750,362197389,380405378,419205625,114892968,225691873,4636045,7946179,5339378,38341593,49848836,115067032,181905478,233327353,91886255,102099236,235006446,219643693,330071268,213839188,,,,,,,,,,,,,,,,,,,,,,,,
A0A0C4DH38,"589951824,4","159441129,9","360967674,2","2133179,141","200136572,5","93473577,5","206203041,4",411110663,"567815096,6",748688388,840423796,229045954,196787154,128547406,130132310,377669570,394921103,146772224,202911635,119391234,105011783,118602445,116820591,507252625,294536306,173091574,187231588,1870944352,1860478563,343562971,347974047,396524917,352576127,395059918,457070639,305538081,507109712,156917256,121620208,212929115,372229083,517407125,518671581,769972458,693048493,824597054,386186328,1626404571,1137074524,519793345,503854333,,,,"16,98440622",,,,,,"19,06423445",,,,,,,,,,,"19,19467315",,,
A0A0C4DH39,"15389660,5","894015,875",,"138998,0156",,"654508,625",,2208985,"1865482,25","113580,1641","8127484,5",,,,,3738824,,,,9761695,11898892,,,,,,,19873166,15107022,2762532,,21357884,17836832,18567808,16156883,4602889,,,,,,24098758,29093736,14540873,13505294,,,37194036,28619196,16298764,11863085,,,,,,,,,,,,,,,,,,,,,,,,
A0A0C4DH42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,48376141","20,25813127","16,19780041",,,,"17,43968816","19,16148846","20,39720102",,"18,29850555","18,36273608","19,85071376","17,51096821","17,00292011","19,29386244","18,04703896","18,36697523","18,67222893","22,38171946","19,11550944","20,19968173","19,33971106"
A0A0C4DH55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,27294158",,,"18,50045037",,,"18,21690622",,,"20,19181765",,"18,2451827",,"15,72961508",,,
A0A0C4DH67,,,,,,,,,,,,,,,8295000,,,,5811120,,,,,12605741,,,,315087322,441971724,28460907,,8013563,20063648,38161179,37903065,11316403,27419138,,,4280884,3124758,,,22817997,18829207,17145759,38261608,46002028,109299165,42935669,24260201,,,,,,,,,,,,,,,,,,,,,,,,
A0A0C4DH68,365750758,21980842,36370172,54869108,24101770,21490858,12578547,143449904,"67359024,75",94459174,12437138,84271584,58406960,202011645,107815575,109263888,88803712,93108696,66189508,60425130,35416324,140030192,111486424,245054568,225399952,145795760,126673736,2315077216,1835069958,396023832,347248864,277046286,78830549,389289954,144767366,217713104,134997220,103214624,51950036,112905499,55176054,76489664,67799712,209990744,26930483,243878164,197970984,349488168,181824677,84352948,31745221,,,,,,,,,,,"17,07286363",,,,,,,,,,,,"16,69421704",
A0A0C4DH69,68531876,,,,,,,,,,23417720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,94513632","17,84582383","17,77040378",,"17,27004428","19,12661714","17,68002059","18,27367615","17,96772672","18,5853339","18,90177501",,,,"18,84300627",,,"18,31805654","19,07448302","19,01045754","17,36904213",
A0A0C4DH73,"241317251,5","10636431,5","21277773,88",5543844,32223224,"10934011,75",30904115,110119917,55335168,186405618,189371860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20,24734662",,,,"16,78084576",,"20,44858364","17,20489898","18,45710397","18,52068618","17,37651045",,"17,38052544","19,04495941","17,45054426","16,86795716","17,71954354","18,74085084","18,90140044","18,16244698","16,27877577"
A0A0G2JMI3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A0J9YVY3,,"1449421,375",,,,,"376201,875",,"630107,125",,"168643,7344",,,,,,,,,,5352435,3453561,,,8763243,20499320,14349055,49270648,17683114,6382510,,,,,11900331,,,,,,13632906,,,,10119706,,,,16909212,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A0J9YX35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0A1B0GUA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,73280714",,,,,,,,,,,,,,,
A0A3B3IU63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,10650372",,,,,,,,,,,,,,,,,,,,,,
A0MZ66-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1L390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,53511305",,"18,01355619",,,"17,08710207",,,"14,5294531",,,,,,"17,76143382",,,,,,,,,
A1L4H1,22646492,,9354619,,,,203538,"6990734,5",,"14560075,75","813165,9375",7190982,12783070,11440753,7066072,8326614,14821017,16910983,29263127,9338129,9346657,12490625,9890649,27739624,13052290,40692008,31112664,37231420,7561071,19670861,12696580,9604834,16044510,35402795,39510282,,,,7931468,,3010459,81109196,39367507,11394570,,8600952,6147360,14077361,4827411,14953776,,"18,42313415","18,08420193","18,00583202","19,27169481","18,89647209","17,53208461","18,42996833","18,31978048","18,0368508","17,48532226","18,11779832","18,82210881","17,98633501","18,5425509","19,19754153","18,43935279","17,34084092","18,50966518","19,25461922","18,16725937","18,82485014","19,2762649","19,16700913","17,77002498"
A1L4K1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18,2806205","17,85294986","17,45965841","18,60039535","18,10623384","18,27194713","16,58051088","17,36814678","17,17707134","18,46566655","18,14755202","17,73846132","17,7990074","17,80530916","18,04824717","17,9170805","18,19921807","17,25152023","17,9876797","17,54161155","18,53736672","19,22137239","17,56310791","18,79729877"
A2A274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2A2D0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2A2V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2ACR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2RUR9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21,94880555",,,,,,,,"19,27694291",,,,,,,,,,"20,11397693","19,10975876","20,13040199",,"20,03769069"
A2VDF0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5A3E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A5YKK6-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A6H8L4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A6NC48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A6NCI4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,67199958","16,31848078",,,,,,,,,,,,,,,"15,948369","15,83109435",,,,,
A6NCT7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A6ND91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A6NDG6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,48981937",,,,,,,,,,,,,,,"18,25559785",
A6NDN3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15,46303402",,,,,,,,,,,,"16,07772659","16,20861647",,,"17,97939191",,,,,
A6NEE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,71324676",,,,,,,,,,,,,,,,
A6NGB0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13,76678177",,,,,
A6NGN6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A6NGY5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,17387316",,,,,,,,,,,"16,27628092",
A6NHG4,,44948580,4772538,"3474294,75",22069582,"1260584,5",,7439300,,11055314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A6NHL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A6NI72,,8507424,,,,,,,,,,,1436344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
